speed,gps_speed,acceleration,yaw_rate,distance_to_vehicle,braking_force,steering_angle,acceleration_var,steering_smoothness,speed_fluctuation,braking_before_event,event_type
0.023783142431611504,0.041270305243771566,0.43318147602739593,0.4709906007768548,0.0322775449046523,0.5744284446687665,0.4213738804328673,0.3321041755829426,0.4859669863809512,0.22323731638396765,0.06553865232842837,Lane Departure
0.43543384729934453,0.4311046532200969,0.5765150105707378,0.21082901841457005,0.45018681742510225,0.6953192672605732,-1.0573665573954596,0.5022190912184143,0.24860744436723176,0.698468264942802,0.9807736875646247,Emergency Braking
0.85128407422593,0.8472187389405064,0.0043525760970543614,-0.3015674718550515,0.2333622738479051,0.7493004460021364,1.5818748608625164,0.3134266868446498,0.5772475178404185,0.7302111088230759,0.19561739763707306,Lane Departure
0.27142920984999686,0.24578127068881933,0.9190353849915265,0.07370773658923478,0.647134477293861,0.7281216021725417,-1.5160426830973526,0.6558752714392954,0.27842418368994437,0.3800500959999199,0.1735988227667267,Emergency Braking
0.14295193554249558,0.16726173781068226,0.8523104093251093,-0.6390897560645674,0.7779294965501901,0.2897331307780475,1.3070426705578888,0.49968237526833326,0.8892100807130003,0.4700928104769395,0.7000279978556424,Lane Departure
0.6976543206227557,0.6881356404206498,0.169045209185749,-1.5898131886884523,0.5209438173754258,0.6310012841037723,-0.4526927094849175,0.5762655388646598,0.399191525959113,0.6462313169516717,0.5318908692290859,Lane Departure
0.039072483767071786,0.06990795899030072,0.8600840515555906,0.350882799690975,0.09254357543870649,0.9375813956582857,-0.21180054637208395,0.7283440580056463,0.48690258078210796,0.06201873955606918,0.6523642672001444,Lane Departure
0.419701715828691,0.3869249819715102,0.9979213510078222,-0.19459779939457056,0.4037877399652552,0.032965063017816036,-1.4768058660945382,0.7716667555497133,0.04624979102521265,0.32114139305700906,0.710077176261013,Lane Departure
0.31194610975539827,0.3101737311852681,0.776459926059911,1.641177911227924,0.030262048459908278,0.34850467656944095,-1.462384838816238,0.6315650797083223,0.24869912615013268,0.5616884616669919,0.3860930862875501,Emergency Braking
0.717038552730447,0.6958881549529954,0.05786139038274285,-1.334943685934717,0.3261960143040288,0.33332080518718166,-0.08980062565341614,0.7304584754013271,0.4791956272146984,0.6083925389702921,0.8149149041702628,Harsh Acceleration
0.7022021880390845,0.696509821599731,0.9498107620685546,1.4022982312908077,0.5101996253201101,0.3430286102268815,1.5008810455134967,0.7823933605955246,0.6501712320110535,0.810433831041143,0.11260356764311427,Tailgating Risk
0.41451621857764365,0.40206898145386544,0.7317079321632891,-1.059868623432487,0.5030469336874487,0.045134897221025434,0.12313028664421524,0.5095583680496737,0.5069580989314918,0.45397057863253865,0.30880014690860974,Lane Departure
0.09138713408893767,0.1348904167526448,0.312658757659909,1.6186186204415092,0.9717985436235137,0.117871665287816,-1.3034648845795,0.6839158552662905,0.2789977952504884,0.41270122890173155,0.4147716602778601,Emergency Braking
0.4321889046133657,0.4453363081153044,0.5779639081766421,-0.8326482487189902,0.7061855205308144,0.2999922570695382,-0.20427052868973708,0.507290803218698,0.48997623064040663,0.30712138748481776,0.7717445673512691,Lane Departure
0.6772257139475408,0.6715958585818143,0.953676674113457,-0.5743337182206186,0.46473054336843855,0.18211656461356046,-0.24821108343004855,0.3444266754792813,0.38395381789450633,0.7369832209089273,0.6955405587597582,Emergency Braking
0.8799960125439246,0.8575851753056509,0.7367803777053621,-1.4244587155131745,0.1866335257829364,0.2111859114709715,-1.2619947045928024,0.4174938347760476,0.6309037043769048,0.4807087843958329,0.48802876754390995,Emergency Braking
0.26015511712164185,0.31691650943223953,0.6516889483845463,-1.7215158957878023,0.32904301791157453,0.3612844419000103,-0.9270180903371722,0.5308327653834564,0.22142757087004333,0.6206905906097461,0.2034753449845196,Emergency Braking
0.0999721263365827,0.13080509867096385,0.8481186970968755,-0.6780919683960586,0.30585773586967874,0.839014789179888,0.4032195595759058,0.8177183687654893,0.44628150950625767,0.05414549848938183,0.17819921781011613,Lane Departure
0.5191871739016511,0.5206657882393197,0.948258463291431,-1.5674149017575953,0.9555596928706549,0.19207826006317233,1.5028568892274459,0.6856563565455542,0.5353611149167727,0.34477618555895306,0.752546495884442,Harsh Acceleration
