timestamp,road_type,weather,speed,gps_speed,acceleration,yaw_rate,distance_to_vehicle,braking_force,steering_angle,event_type,severity,acceleration_var,steering_smoothness,speed_fluctuation,braking_before_event,cumulative_distance,jerk,road_condition,time_since_last_event
2025-03-11 08:00:00,suburban,fog,82.40137039223276,82.51623851282804,-2.9629022942176233,0.10885325022220227,33.67940756646944,0.08905660834402129,-14.003319501434806,None,,0.0,0.0,0.0,0.0,0.02288926955339799,0.0,suburban_fog,0.0
2025-03-11 08:00:01,urban,clear,56.98868415996584,58.07201220899772,-0.03607640741915774,0.4836750063478136,5.785650870132477,0.3898931417777447,12.681408284746894,None,,0.0,0.0,-25.41268623226692,0.08905660834402129,0.03871945959783295,2.926825886798466,urban_clear,1.0
2025-03-11 08:00:02,suburban,fog,33.09628876081124,29.12512877377005,-0.8359820141441838,-0.30991120783579673,19.287180156429105,0.4028566865283898,-0.6130662620524607,None,,0.0,0.0,-23.8923953991546,0.3898931417777447,0.04791287314250274,-0.7999056067250261,suburban_fog,1.0
2025-03-11 08:00:03,suburban,wet,87.14367571059694,89.75545109919729,0.3326478146449581,-0.05095527375351838,47.27731039351166,0.4958256551566834,-8.696564235270774,None,,0.0,0.0,54.0473869497857,0.4028566865283898,0.07211944972877966,1.168629828789142,suburban_wet,1.0
2025-03-11 08:00:04,urban,wet,107.30391143922549,109.88849533658833,1.3249513684968048,0.41824050228555365,11.042309278261556,0.1061205923594053,4.966382488536755,Tailgating Risk,Moderate,1.6122133457556982,-1.1330318450948784,20.16023572862855,0.4958256551566834,0.10192609179523118,0.9923035538518468,urban_wet,1.0
2025-03-11 08:00:05,urban,clear,61.029279020988675,60.17969173940722,-1.4941631071208736,0.4147370599085243,37.68646753342194,0.10266012124955137,0.5115665175887907,Emergency Braking,Critical,1.0837910773732116,1.769945358709841,-46.27463241823681,0.1061205923594053,0.11887866930106136,-2.8191144756176785,urban_clear,1.0
2025-03-11 08:00:06,suburban,fog,65.12659924914935,70.53983583581388,-2.057498114226542,-0.004653153438826441,39.169001921362,0.41641595576591584,-8.197349507108155,Emergency Braking,Critical,1.3729721774871226,-2.405806199661169,4.097320228160676,0.10266012124955137,0.13696939131471397,-0.5633350071056682,suburban_fog,1.0
2025-03-11 08:00:07,highway,fog,110.19195146704904,112.64736223290062,-1.3316786642196747,-0.36519099799861854,37.97749594365299,0.03302900834672784,3.8048053750670174,Emergency Braking,Critical,1.4163562428885705,-1.5222318722372734,45.06535221789969,0.41641595576591584,0.1675782667222276,0.7258194500068671,highway_fog,1.0
2025-03-11 08:00:08,suburban,wet,103.22479320306203,105.57369306903846,-2.989420908288567,0.3149579674929025,49.51782023450794,0.2549843590596351,-0.8021317444536546,None,,1.6090806215891986,0.05665462592615049,-6.967158263987002,0.03302900834672784,0.1962518203897448,-1.6577422440688923,suburban_wet,1.0
2025-03-11 08:00:09,suburban,clear,94.34575411965994,96.72086049922197,-2.2799222668453156,0.08516518650334759,23.414369510836615,0.20117675377156363,5.670438550858609,None,,0.6630381190070833,0.19746583839052131,-8.879039083402091,0.2549843590596351,0.2224589743118726,0.7094986414432514,suburban_clear,1.0
2025-03-11 08:00:10,suburban,fog,52.391735737783314,54.7091678551994,1.5049821821180063,0.27316601585725675,35.69870264940587,0.48938626132357477,5.672307843881778,None,,1.7443981987708042,1.2296141036491188,-41.95401838187663,0.20117675377156363,0.2370122342390346,3.7849044489633217,suburban_fog,1.0
2025-03-11 08:00:11,suburban,wet,111.919498946998,111.87567997043345,-1.6631589455982891,-0.037476368589409725,13.714480102271107,0.011159557218210603,-0.815540429672873,Harsh Acceleration,Moderate,1.7176849879135234,2.705975919136175,59.52776320921469,0.48938626132357477,0.26810098394653403,-3.1681411277162956,suburban_wet,1.0
2025-03-11 08:00:12,urban,rain,43.89741817852917,43.655498188263465,2.9657978028242318,-0.2961160780631734,22.98694621419896,0.6757334502639705,-3.276113672350751,None,,2.5860052875552877,1.2897921096526213,-68.02208076846884,0.011159557218210603,0.2802947112183477,4.628956748422521,urban_rain,1.0
2025-03-11 08:00:13,suburban,clear,86.40934674754996,84.52220661210964,-1.993010871811145,-0.47601059252047917,27.120227109490692,0.855587307130736,-13.102672757189474,None,,2.375275543089133,-1.1703160928945426,42.51192856902079,0.6757334502639705,0.3042973075371116,-4.958808674635376,suburban_clear,1.0
2025-03-11 08:00:14,highway,rain,32.592106249186685,31.43736270872731,1.7326302933929605,0.05913826883975215,14.66723934950115,0.7067415182393043,-0.18460206117471456,None,,2.208134899051588,-2.3413242153012073,-53.817240498363276,0.855587307130736,0.3133506703841079,3.7256411652041055,highway_rain,1.0
2025-03-11 08:00:15,urban,clear,87.93478256924513,87.31298720467409,1.2302668309532072,-0.33895382111841044,45.806483406148686,0.8180781693620001,-7.706549127347158,None,,2.1804149120491885,-5.0170956095469945,55.342676320058445,0.7067415182393043,0.3377769988755649,-0.5023634624397533,urban_clear,1.0
2025-03-11 08:00:16,highway,wet,54.94299166860239,55.07391176898192,-1.0672071431021541,-0.31286279140217854,37.22890237103131,0.6433164037981866,-13.402576061230457,Tailgating Risk,Moderate,2.0479814622195036,-7.534502735858512,-32.99179090064274,0.8180781693620001,0.35303894100573224,-2.2974739740553614,highway_wet,1.0
2025-03-11 08:00:17,highway,fog,70.4709279465348,73.6675200415418,-1.0155651386042086,-0.06369436904283565,17.769099564162264,0.5073670343891417,-5.0885930868769425,None,,1.613246503044059,-7.896998618763749,15.527936277932412,0.6433164037981866,0.3726141987686586,0.05164200449794554,highway_fog,1.0
2025-03-11 08:00:18,highway,fog,61.073809685134776,56.868820042282486,0.38130948580262736,-0.057922926561102206,11.073039768391743,0.21902159730966742,-12.375929438165848,Emergency Braking,Critical,1.2760310984583736,-7.751649954959023,-9.397118261400024,0.5073670343891417,0.38957914590341824,1.396874624406836,highway_fog,1.0
2025-03-11 08:00:19,highway,fog,45.54810806215889,48.237976614314114,2.1142445848953506,-0.2256129097942947,17.95402977901285,0.2796263476828641,2.392254687857067,None,,1.3927818787952724,-7.236278605152667,-15.525701622975888,0.21902159730966742,0.4022313981429068,1.7329350990927233,highway_fog,1.0
2025-03-11 08:00:20,urban,clear,85.97827110844867,83.9545191513963,-0.6828783352832135,-0.36807779157653153,33.0343422009388,0.3177080037195177,0.11007194139229792,Tailgating Risk,Moderate,1.3451266778350532,-5.672954391404777,40.43016304628978,0.2796263476828641,0.426114251228587,-2.7971229201785643,urban_clear,1.0
2025-03-11 08:00:21,urban,wet,109.37779996265466,109.16876027576708,-2.6329207144895608,0.4449527518223376,42.18838872396286,0.03801766946648377,8.772869921882629,Harsh Acceleration,Moderate,1.758646794514424,-1.2378651947821595,23.399528854205997,0.3177080037195177,0.4564969734404355,-1.9500423792063473,urban_wet,1.0
2025-03-11 08:00:22,highway,rain,116.31758180541631,114.86878609249311,-0.7534849385862195,-0.3683593841217401,27.64257156748222,0.9130887714119003,-6.970993690822511,None,,1.7382775799795167,-1.6143453155712735,6.939781842761647,0.03801766946648377,0.4888074128308289,1.8794357759033413,highway_rain,1.0
2025-03-11 08:00:23,highway,wet,47.311172683852355,51.01972650278368,-1.7561239605435517,-0.14922741539887052,9.612260307703131,0.900302702633374,-3.8541280358999175,None,,1.786462194460627,0.09001496488191281,-69.00640912156396,0.9130887714119003,0.5019494052430101,-1.0026390219573322,highway_wet,1.0
2025-03-11 08:00:24,urban,rain,94.56354966566761,93.5636341237358,2.6352421023901043,-0.19513200739255376,16.21916898849906,0.10777784952995517,5.668511659152189,Lane Departure,Moderate,1.9974592949305234,0.7452663591409372,47.25237698181525,0.900302702633374,0.5282170579279178,4.391366062933656,urban_rain,1.0
