timestamp,road_type,weather,speed,gps_speed,acceleration,yaw_rate,distance_to_vehicle,braking_force,steering_angle,event_type,severity
2025-03-11 08:00:00,suburban,wet,87.45071229516849,85.80284132122449,0.20947751132384487,-0.05678078421841054,12.747544045900293,0.0,-5.185973488834242,None,None
2025-03-11 08:00:01,suburban,wet,77.92603548243223,76.48781657953386,0.09753694678317018,0.051254362839940185,26.882850755810594,0.0,-2.066751483802266,None,None
2025-03-11 08:00:02,highway,fog,89.71532807151038,93.81495226308223,1.2199206090968895,0.02900878996354324,38.02670256346189,0.0,6.135800881283792,None,None
2025-03-11 08:00:03,urban,fog,102.84544784612038,102.84681348403535,-1.265780816137349,0.0043900533123388446,39.82912683201097,0.0,-10.63654770587323,None,None
2025-03-11 08:00:04,urban,dry,76.48769937914996,78.05195938221287,-2.615508903594804,0.09305333193245915,40.31041913279949,0.0,0.41793371314653394,None,None
2025-03-11 08:00:05,urban,fog,76.4879456457623,74.9061468824272,0.2352345241472898,-0.06608411967525808,15.2675300471263,0.0,-1.540268365353433,None,None
2025-03-11 08:00:06,suburban,fog,103.68819223261087,102.1284863401676,0.4218457383279062,-0.05751864496435164,13.6640667975698,0.0,5.9918450520343045,None,None
2025-03-11 08:00:07,highway,snow,91.51152093729362,93.67549055579352,2.2343991141714734,-0.0011900823094228097,31.550561072316317,0.0,4.905739130801502,None,None
2025-03-11 08:00:08,suburban,wet,72.95788421097572,70.25873178787266,-1.9055430694876292,-0.06401465050936998,38.34886089821989,0.0,-7.3406906330813015,None,None
2025-03-11 08:00:09,suburban,dry,88.13840065378947,87.30797311797893,1.73204065007508,0.05080122910545997,19.361278199038697,0.0,5.983262674697389,None,None
2025-03-11 08:00:10,highway,dry,73.04873460781306,73.11678942995752,3.551121546040682,-0.07131923043661326,9.71173205880897,0.0,-11.668819536270735,None,None
2025-03-11 08:00:11,highway,fog,73.01405369644614,73.23679890012625,-0.5666473312837157,0.022630420774513438,37.253587230953485,0.0,3.0613849440337364,None,None
2025-03-11 08:00:12,suburban,wet,83.62943407349051,83.2712475034582,-1.9364133292398362,-0.010017276878675659,18.4864024121002,0.0,3.510252419300079,None,None
2025-03-11 08:00:13,highway,snow,51.30079633013303,52.09243589232488,-0.6104615495600567,0.021492596477670572,12.486322594027483,0.0,8.425835660239049,None,None
2025-03-11 08:00:14,suburban,dry,54.12623251230451,55.51194402394013,0.0210074510570711,-0.04597413950630392,11.647558777870925,0.0,1.1367243235579236,None,None
2025-03-11 08:00:15,urban,fog,71.5656870613854,73.03496215230406,0.845681812510372,-0.033908829452682705,19.170929638702233,0.0,-3.322155975171663,None,None
2025-03-11 08:00:16,highway,wet,64.80753319498365,62.835925577648,-0.8870920947570711,0.00960092679970502,31.670512966118547,0.0,-5.041815807748405,None,None
2025-03-11 08:00:17,urban,snow,84.71370998892911,84.14539979307152,2.332797801221013,0.020207450616131314,21.128100741221747,0.0,7.301140898694812,None,None
2025-03-11 08:00:18,highway,wet,66.37963886718184,68.76916459093572,-1.6717984725120925,-0.00042019153911560935,5.929783321704422,0.0,8.485557402365659,None,None
2025-03-11 08:00:19,suburban,dry,58.81544447997062,60.60473885511837,-2.6088077282592,0.1705362356513084,9.360879560501498,0.0,-2.2423761549445778,None,None
2025-03-11 08:00:20,suburban,fog,101.98473153382331,99.23901263086118,1.660065636430976,-0.09907369187412843,18.072646123937858,0.0,0.11094969303343834,None,None
2025-03-11 08:00:21,suburban,fog,76.61335549270197,77.31631529340638,-3.411931546809299,-0.006420379495271359,34.68670169661913,0.0,6.81652900469139,None,None
2025-03-11 08:00:22,suburban,dry,81.01292307031886,77.05647257156924,-0.3061946533090743,-0.15736290221169846,9.433178306084022,0.0,3.845341986697277,None,None
2025-03-11 08:00:23,suburban,dry,58.62877720679815,58.722647010918884,4.676521693812073,0.03720814786673863,30.229558407530682,0.0,-0.9338940203930033,None,None
2025-03-11 08:00:24,suburban,wet,71.83425913212226,75.62979316561422,-0.01806532943989725,-0.11152465363768141,10.394864187080191,0.0,-3.798295590973309,None,None
2025-03-11 08:00:25,highway,dry,81.66383884564799,79.76805341111002,-1.6811514760443744,-0.027831025587657626,14.522689730722167,0.0,-4.206468708121065,None,None
2025-03-11 08:00:26,highway,wet,62.73509633866546,61.06645024768229,-0.08609619568019061,-0.03720643253313259,12.748483740009323,0.0,4.766774314611807,None,None
